post_text,pos
在家完成计划真的是挑战啊 完不成我就很焦虑 ​,1
如果你没有自己治愈自己的能力，试着用心去体会生活的美好，然后用生活治愈自己#被生活治愈的瞬间##绿植领养##盆栽##晒出你的美好生活瞬间#焦虑症#治愈不开心#焦虑症 被生活治愈的瞬间的微博视频,0
 该怎么释怀呢？,0
 每个月没有几天是舒服的，经期综合征又开始了,0
最近考试周了但是莫名其妙的特别亢奋，每天心情都特别好，虽然变得经常半夜醒好几次，但是晚上比平时早睡了五六个小时，特别特别想吃东西暴饮暴食一周不到胖了将近十斤，上周的时候心情差到一周就吃了两顿，太难受了，一闲下来就想吃东西吃完就恶心想吐，到底是怎么回事啊，这周吃药也不规律总是忘了吃，为什么突然就不焦虑了现在脑子里空的我害怕,0
 本来就没什么活力，每天吃感康浑身软绵绵的，要是能一直趴着不动就好了,0
他说和好我拒绝了我告诉他我闺蜜结婚了如果他说那我们也结婚的话我一定会马上答应的我只是不想再这样在这种看不到诚意看不清未来的日子里挣扎了爱只会随着时间只增不减我不知道为什么我会这么焦虑可能是身边的朋友一个接着一个都结婚了吧我不想给他压力 如果这算压力的话如今我还在后悔好想他我一定会辛福吧 收起d,1
高二了 每次考试都是30几的名次努力了很久也没有提升 感觉自己真的很废物 母亲也没有责备我 但是她越不骂我 我就越觉得对不起她 亏欠她 感觉她一天上班很辛苦反倒我没有什么价值 最擅长的一科从学年前二十掉到一百七 反而别人都是提升的状态 我真的不知道该怎么学了 感觉怎么学都是这个分,1
 已经好久没症状了 最近睡眠都不太好 晚上还喝了茶 现在一整个失眠 心慌大动作我恨！,2
不安焦虑的夜晚，被打乱了的复试计划，明日闭关，一个小目标，复试成功，还有，自己挣钱买孤女、luna、狂恋苦艾。短篇文章，cpa打卡，月瘦六斤。一切都要慢慢来。 ​,1
感冒鼻子不通气就要犯病，我在犹豫要不要喷那个滴鼻液。,0
看朋友圈，有至今滞留在美国无法买到机票者，焦虑自是难抑。希望吉人天相，各自安好。 ​,1
偶然看到一片文章叫用离开的方式善待自己。 看完真的觉得写的太真实，让我这种在很多时候犯浑的人清醒了不少。里面这样写的：离开某些人，不是因为他们不好，是因为跟他们在一起时我的状态不会好，如果他们很容易激发我的脆弱、焦虑、善妒的一面而我试图改变，发现无法时，我只能选择离开。人跟人之间有磁场的，不对的磁场，会不断地吸引出我人格里不好的一面，用这些负面的去维持亲密，往往是失败。虽然有过高光时刻，但也挡不住彼此的不合适带来的无尽拉扯，时间消耗，智慧用空，我们费尽全力不过是在验证一个错误的演算答案。“不是你不好，是我不得不通过离开你来善待我自己。”当爱情成为消耗品，让你的人生每况愈下，最好的应对之策便是放手。固执的消耗并不能带来片刻的欢愉，长久的妥协只能导致彼此丧失相爱的能力。如果爱情只能让你感到疲累与痛苦，不必虚耗在早已过期的甜蜜回忆里，不必自我委屈，自我懊恼。当你找到未来想成为的自己时，自然也能与那个正确的人相遇。 收起d,0
 有人吃药影响月经吗，非常不正常那种,0
当我感到焦虑时，我会发一些小狗一周生活 ​,1
 这个淤青大概有两周了还不消也不知道什么时候磕得，一个月前才做了血常规贫血，好害怕白，再不消是不是得去做穿刺了,1
打卡第5天运动30min ✅看论文30min emmmmm ​​​为开题感到焦虑 ​,1
情绪突然间低落，很dowm很dowm………焦虑不安 ​,1
感觉精神状态很紧张，一直想着什么事情事情，总是胡思乱想想到一些冒犯人的事情，有时候觉得内心阴暗，觉得自己很可恶，讨厌这样的自己，根本没有想这样想的，我怎么这样，可是又这样阴暗的想，真的很讨厌这样，所以我一直制止我自己，但是反应愈演愈烈，三点多醒了到现在，又开始阴暗的想，想到有时候失眠睡不着，其他时间白天醒了还是会有点想的多，感觉只有有时候睡觉才能不去想很多，可能是现在在家里无所事事才会想很多吧，可是以前的我没有这样啊，真的好讨厌自己这样，我为什么这么阴暗，我希望大家都很好啊，有时候脑子一时冲动胡思乱想控制不住很阴暗的一面，怎么可以这么阴暗呢，应该怎么做到不冒很无所谓呢，本来以为这几天睡眠好了很多，十点多的时候睡到早上已经很好了这两天，现在又这样三点多醒了，不想想的，可是不去心里讲点什么制止自己会再次冒犯到的，都是很美好的人啊，为什么要这么阴暗想什么冒犯到呢，我好像很邪恶又阴暗？,2
 抑郁焦虑为什么会自动冒出很多的负面思维甚至连曾经一点一滴成芝麻烂谷子的小遗憾小问题都能想起来呢？这就跟你的能量状态有关，吸引力法则告诉我们的就是这个原理。各位宝子们有什么看法可以在评论区里评论大家一起可以探讨一下。,0
现在是凌晨四点40。一点半睡着憋醒到现在还在胸闷，爱子和嘴巴同时呼吸也不够用得，头闷。胸闷。仿佛有什么东西堵在胸口这里，喘不上气。一个人在家，害怕，有濒死感。怀疑是实质性的病变。但是…肚子里胀气的厉害.又好像打个很大的嗝就能喘气顺畅点似的。我看看能不能撑到天明。恐惧睡觉了。,1
谢，又要复发了,0
胸闷的被挤压着，背已经搞弯了,0
 什么治疗一千多一次还得做好几次 治不了一点,0
 他妈的为什么每天早上醒来就不舒服啊 别人一觉睡醒神清气爽 我一觉睡醒生不如死🙏,0
休学两年多这个学期复学升高一，从开学到现在两个月只去了十几天，几乎一直在请假。去了学校不适应高强度的生活节奏，在家又担心落下的进度，最近频繁的躯体化和暴饮暴食，胃疼，晚上也睡不着怎么办啊我真的不想再休学了但又不知道怎么样才能适应，在私立学校再这么请假下去会被开除吗,2
有没有一直头晕的，吃药也没用,0
"焦虑一年多了。最近半年恢复期，状态时好时坏。我目前的症状是低血压。然后一旦失眠就开始心脏跳非常快。夜里躺床上不动一分钟都能到120。
总结几点。
恢复期间一定忌奶茶（这东西会让我一整夜睡不着）。忌剧烈运动和打游戏（心跳紊乱，会睡不着）。
常备安眠药和褪黑素。一般只要是症状不太糟糕。一片艾斯挫仑和一片褪黑素，能让我睡五个小时左右。
希望大家早日康复。",3
 胃口不好 感觉不到饿 吃一点就饱了 怎么回事啊我真服了,0
 胃难舍，背疼，又开始感觉自己活不长了,0
我焦虑啊😭，这班级群里各种通知不断，看的脑瓜疼，老大这咳嗽一声我都老紧张了，他说就是有点痒。老二睡觉前光着屁股屋里溜达 ​,1
就焦虑到睡不着，祈求上天快点让孩子好起来吧，反复高热超过72小时了，真的好揪心,1
#局部有羽# 已实名认证：沈·很酷·不爱说话·羽洁er 😏#2024新年plog# ​,0
我说不要焦虑 要自信 ​,0
因为偶发性的失眠开始焦虑进而引发了一系列焦虑症状……上个月去医生给开了美时玉，中间这几周偶尔反复失眠，但大部分时间还是能睡好的，之后复诊医生又给开了黛力新让白天吃，昨天才吃了半片，晚上就失眠了，看到网上说黛力新可能会导致失眠且很难戒，请问我应该观察几天去医院问问嘛,2
 怎么脱恐,1
记录今天爸爸发了三个红包，还有买了明天的早饭，最近特殊时期都靠爸爸买吃的，爸爸还每天做饭，洗碗。其实他应该很焦虑吧…但是真的没办法…然后，早上来例假了，痛到又在发癫…嗷嗷直叫，满沙发打滚…拜托妹妹去问妈妈要止痛药，要了两遍，刚好爷爷有，才活过来…字数不够了，剩下放评论 ​,0
随便一测心率125,0
❤️第一，不主动分享自己的日常，男人都很有自己的生活，你有没有发现，就是我们平时见面时候可能很热情，但平常无聊没事的时候不会去找你分享一些日常❤️第二，吵架时先不哄，等冷静下来再说。跟男人相处其实就是这样，你如果沉不住气，那沉不住气就是他。❤️第三，男人不会因为一点小事就跟你上纲上线，但如果你让他知道你背叛他哇，那就完了，他死都不会跟你在一起。所以女人真的要学习男人这一点。❤️第四，保持守猎者的心态，其实男人更关心自己喜欢谁，而不是谁喜欢我，所以男人的焦虑感没有那么强，也不会在意两个异性之间患得患失，这种人呢，反而能够让对方有更多的。危机感最后一点，不要把爱情放在第一位。❤️男人这种物种会把时间跟精力放在游戏啊，社交啊，工作运动等等等等，很少有一个男的会为了一个女的抛家舍业，迷失自己。而女人呢，总是把爱情看得太重，这种用力过猛的状态，非但不会让他好好珍惜，还是想让人逃避。所以轻松一点，用男性思维谈恋爱，反而能把对方吃的死死的。 收起d,0
奥沙西泮坦度螺酮吃了一天感觉除了睡了五个小时没啥区别，你们吃药多久起效的 ，是不是我该换药了,2
起跑线，印度电影，笑死我了，适合焦虑的父母看看 ​,0
注意你的每一次发泄负能与焦虑都会影响到好朋友 ​,0
对于焦虑症，别人的安慰还不如不说。比如，生命比什么都重要，好好活着就对了，听不下去这话,0
"我不焦虑时：随便活活吧 必要时菩萨会保佑我🙏
我焦虑时：这里为什么会不舒服？会不会是什么癌？到底什么病？！！我要挂什么科？
（事实证明我还是无法克服疑病🥹）",2
祺鑫#30天安利祺鑫# DAY8 最心疼的瞬间出道实录。太苦了。两个人各自为团队焦虑又无力的样子真的让人太心疼了，其实也只是两个十六岁的小孩啊。 ​,0
又开始了不舒服a！,0
我在家真的能三天两头把我妹骂哭，今晚班会老师说我妹生物地理需要加强，说白了就是吊车尾。我直接换了手机开锁密码，说七月会考前不能玩手机，十点多看见我妹洗完澡在那里看课外书，我直接又骂过去。作业不按时交会被骂，地理寒假作业改错答案都没发现也会被骂，总是赖在客厅不赶紧学习天天懒懒散散也会被骂，甚至不写作业清单也会被我骂。后来我发现，我的焦虑不是来源于我自己，而是来源于我妹，以至于有一段时间我看见她就很烦没有好心情，会觉得青春期的小孩真的很讨厌，花那么多学费还不好好学习，说什么都很不服气，很多事情都要说很多遍才长记性，一点都不成熟不会好好思考，不懂得事情的重要性，这让我很烦躁甚至气哭。甚至反思自己的青春期是不是也这么讨人厌没能力还自大 收起d,1
 最近节食减肥 嘴里发甜是为什么恐糖尿病了,1
#2022年2月22日22时22分#不要焦虑了要快乐 ​,0
焦虑的心每天都会被治愈 ​,0
 无数次想撞死自己 结束吧结束吧 有没有一场意外啊 带走我,0
今天周二，我已经开始焦虑这周一部电影还没看一篇精读都没做阅读量不到100页这件事了，真是个废物啊 ​,1
王晰天使晰晰系列前情提要：天使晰晰下凡体验生活，下来的时候要封存记忆，所以带了个小精灵以防自己想不起来回不去…29.王晰：贵儿，这些天我一直在想一个问题小精灵：你又想啥了王晰：我来人间一趟…小精灵：…你要看看太阳？王晰：？小精灵：对不起您继续王晰：我得吃遍天下美食小精灵：？？？小精灵：是我想象的过于崇高了王晰：你知道为啥不小精灵：为啥啊王晰：因为我心系苍生就不会吃胖小精灵：guna30.王晰：你说我怎么就没当个农民呢小精灵：因为我不想当个爬犁王晰：你是没体会过这种悠闲宁静的生活王晰：没有任何的焦虑和烦恼王晰：生活节奏很慢王晰：人与人之间都很纯朴小精灵：我为啥没体会过啊小精灵：我不是个来自天上的小精灵吗王晰：对不起啊哥当太久人类就给忘了小精灵：哥你是不是想家了？王晰：？可能有点思乡情结小精灵：那你看看星星王晰：你不说天使不住星星上吗！！！31.小精灵：所以是这样他们才给你举星星的吗王晰：？？？小精灵：原来是怕你想家才举了（并没有用的）星星海啊王晰：你给我个准话王晰：我到底住不住星星上啊小精灵：严格意义上…小精灵：爱哪哪王晰：天使卖唱…寻找故乡…闻者伤心…见者落泪…小精灵：（捂紧嘴巴打了一段二泉映月的b－box）王晰：你是个话筒小精灵：？小精灵：（捂紧收音口通过音响播放了一段二泉映月的b－box）32.王晰：等会吧你先王晰：你逗我呢吧王晰：他们哪知道我是天使啊小精灵：他们不知道吗小精灵：你看你超话，谁不知道你是天使王晰：那是一回事儿吗？王晰：他们又不知道我是真的天使小精灵：啧小精灵：他们看出来小精灵：你真的真的是真的天使呀⭐️点开评论区收获天使晰晰履历⭐️ 收起d,0
 每天凌晨会突然醒来，心跳很快整个人特别难过，白天也会醒的很早，心跳很快咚咚咚的感觉快跳出来了，就特别悲伤，每次会担心很多事情的发生，把事情都往坏处想，有时候特别难受也没有食欲，手软腿也软，这是焦虑症吗,2
 有没有姐妹们是胃不舒服吗，就是那种每天隐隐约约的疼还胀气，肠子也不咋好拉肚子还肠鸣，上一年做过胃镜没啥事，现在又开始不舒服呦想做胃镜了，上个星期去看了医生现在喝中药调理中,0
 好害怕 有人说说话吗,0
请问吃坦度螺酮和奥沙西泮多久起效,2
真的 让我去住院吧 我真受不了一点刺激,0
学车 调剂 复试 毕设 前期疯狂浪，现在半夜开始焦虑活该把我 ​,1
"
服了抠了下鼻子抖音给我推抠鼻子得丹毒的现在我又开始胡思乱想感觉脑子里乱乱的",1
突然好焦虑但是又也不知道在焦虑什么 ​,1
焦虑症吃药会感觉好一点吗？感觉自己的问题已经影响到正常生活了，约了个医生准备去看看了,3
嗜睡嗜睡嗜睡………,0
 有没有人睡觉之前有类似幻听的感觉啊？就感觉不是做梦，意识是清醒的，但就是能听到声音,0
"胃镜检查
慢性浅表性胃炎
胃已经难受了超过一个月了
还有各种各样的 稀奇古怪的难受
真难啊。

焦虑症加上室上速。
一直有颗雷",3
emo了 真的有人不会累吗 从早到晚一直在学习  家人们已经是看见她就开始不自觉焦虑的时候了 ​,1
没有运动 没有做蛋糕 暴食 加重焦虑 睡不着 唯一高兴的事：头发卷了一下还可以，可以这样做发型回家 ​,1
 看到新长出来的头发变灰色，好害怕是不是有什么病,1
在事情没敲定下来前，我都一直好焦虑 ​,1
晚上去运河边锻炼的时候看见一只白猫，走来走去似乎在找东西。我跑过去问它在找什么，白猫说在找音乐。它张嘴说话的时候我看见它嘴里含着一颗白色发光的种子。我说我没有带音乐，我先去跑步了。跑完回家的路上又看见白猫，它坐在昏暗的墙边，头上顶着那颗白色发光的种子，但它似乎在等什么。我问它找到音乐了吗？白猫说它收集到了一些音乐的振动频率。我问它要音乐的振动频率做什么？白猫说，人类心里的焦虑不安和烦躁恐惧都是黑色的，但如果把音乐的频率融合进去，那股黑色的能量就变成了肥沃的土壤。然后再把这颗发光的种子种下去，人类的心里就会开满许多许多芬芳馥郁的花朵。我问白猫：这颗是什么神奇魔法种子？白猫说，这个在我们喵星球遍地都是，名字叫“meooooow”你看它今天是不是特别亮？明天还要亮呢，因为明天满月，满月的月亮能把它照得更亮更白。 收起d,0
告别～（发送给父母的长信息）感谢父母曾在我的成长中，为我做过的好的、不好的事。它们成就和创造了现在的我。我接纳目前关于我自身的一切：优点与缺陷。并认真觉得自己很不错。因为我活成了人的样子：真实有力量。不用活在一个苛求完美的痛苦中。我从小到大都不喜欢这座城市——我讨厌童年、讨厌母婴关系——它让人厌恶、痛苦、不公平。但过去这几年，内心没有完成对过去原生家庭创伤的告别，总算是今年上半年用完了回老家的情绪，顺利完成了对故土的牵挂和眷念。故今年不会再回来。这个世界并不像妈妈这个角色对我展现的恶毒、敌意、否定、批判、轻视、不公，它其实是中性的，甚至是友好的。我独立后反而得到了许多过去没有的接纳、尊重、爱和自由。而那些妈妈在我心里种下的限制性理念：“你不能……你不可以……你不行……你就是个蠢货……你怎么不去死……你是个贱人……你是多余的……”终于被我在三十岁的当口，清除干净，完成内心弑母，斩断家族创伤，并永远不会带给我的孩子——重男轻女的恶臭、打骂羞辱孩子、恶性自恋。我的家庭会尽力托举女儿，让她在包罗万象的世界成为自己，不依附男性。世界准备好接受她的本能，排山倒海般涌出。她走在“成为自己”的英雄之旅上。我的家庭，也不会把儿子培养成一个没有责任感、没有担当、不尊重女性、轻视女性、认为女性天然就要照顾家庭的妈宝男和吸血鬼。父母砍向孩子的那把刀，没有落在自己的身上，就永远不知道这把刀有多痛。再次感谢父母过年帮我打点的这些物资，以及电话关心。以后不用了，我们活得很好也很开心。你们觉得我不会打扮，不过是因为你们不喜欢我。我无论穿什么都会被挑剔。因为我不是你们喜欢的孩子。我养出来的孩子也不是你们喜欢的乖巧、傀儡、见人说人话的样子。他们内心自由平等。所以你们对我投射你们的价值观、养育观，我不接受。我更不会因为别人对我投射焦虑，去把我的孩子骂一顿、打一顿。蠢货才会因为别人几句话，破坏自己的亲密关系或者亲子关系。我身边欣赏我的、认同我的人多了去了，我并不需要和父母确认我是不是个好孩子，我是巨婴吗？显然不是。而且，我不也没挑剔过父母不是我理想中的父母吗？再有，和弟弟前女友吃饭，你们觉得我的孩子穿的很土。对不起，她本人从不这样觉得，甚至很多次和我表达孩子们很不错。一个人匮乏什么，就会想看到什么。匮乏精神内容，就以为全世界都是看人穿着、看人物质生活的。甚至，我现在和她仍然是很好的朋友。她独立、男女平等、事业心强，说起来的确是很不错的女孩子。不适合传统的重男轻女家庭。最后，身高算个鸟。这个世界有那么多运动可以帮助人长高，眼睛里只盯着孩子吃好、穿好、睡好，是在养猪吗？生命这么宽的课题：人与自然的关系、人与人的关系、每个孩子的胚胎灵魂……不用看见并引导吗？另，我好像是从今年开始，不接受过去家庭里重男轻女落在我身上的不公。亦即：你可以继续重男轻女，但我有权利不接受。毕竟，我不从这个家庭里拿过红利，我的背直着呢。我不会委屈了自己的感受，成为父母的儿子在家族中的背景板。相处舒服就多见，不爽就物理隔离一下。人生很艰难，不自找不痛快。我很感谢我自己，在养育孩子的同时，做了我自己的父母，重新养育了我自己。也祝好，身体健康，开心知足。 收起d,0
突然莫名焦虑 ​,1
#学霸生活习惯#【戒骄戒躁】情绪千万不能浮躁，要用良好的方法从容应对。一旦在学习中遇到了挫折，心情变得非常急躁时，就暂时停止学习，一个人静静地思索，进行心态的调整。备考阶段与前期一样，每一天都努力学习，完成当天的学习任务，追求高效每一天，不把时间浪费在焦虑上。 ​,0
张泽禹💚#张泽禹 hook之神#💚 #张泽禹 第一主唱# 仲夏的凉风吹走炙热的焦虑 橙色的黄昏相拥薄荷的黎明@TF家族-张泽禹 ​,0
又在疑病 好慌啊,2
唉想想还是很丢脸的 我是那种第二天要社不适应不擅长不喜欢的交 那么前一天一定会焦虑失眠的人…… 然后第二天经历了又会感悟：其实也没什么可怕的嘛 呵呵 结果下一次还是老样子 感觉我这辈子就这样了 虽然也没什么大问题 凭我自己还是能一点点走出这种困境融入新环境 但我他丫的就是不服啊！！！！！！！！！！为什么我怂成这个样子！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！我不应该是这个样子！！！！！！！！！！！！！！！！！！！！！ 收起d,1
离家焦虑+上班焦虑我不想回去啊啊啊啊啊 ​,1
每天就像行尸走肉。吃饭尝不出味道，感觉就只是为了完成任务。,0
" 非常抱歉家里原因并没有去医院确诊 但是已经被疑病折磨好几个月了 给你们看看我的传奇故事
胃一直都很不舒服 因为没有确诊的缘故不敢甩锅给躯体化 还会反酸所以一直焦虑自己会不会得癌症 然后是喉咙异物感吞咽困难 就怀疑是喉癌 我猜测可能是因为心情缘故所以乳房也会很疼 但是还是特别担心是不是得了乳腺癌 我也有点偏头痛 平时焦虑会忍不住挤痘痘 然后怀疑颅内感染 脑膜炎 脑癌 还有大便不规律所以每天都严格控制次数 因为担心是不是直肠癌 腹部也会莫名其妙疼然后怀疑胰腺癌肝癌 眼睛疼怀疑青光眼 身体上很小的痣怀疑黑色素瘤 然后我有个特别奇怪的地方就是耳根痒 一焦虑就会去扣 怀疑皮肤癌 口腔长了个溃疡4天没好怀疑口腔癌 心脏有时也不舒服怀疑心梗血栓心脏病 碰了学校的流浪猫没洗手怀疑狂犬病 感冒咳嗽怀疑肺癌 包括一些问题怀疑宫颈癌 肚子疼怀疑卵巢囊肿和急性阑尾炎 腰疼颈椎疼怀疑癌症转移 有点紫餐倾向所以还但心过破伤风 因为会陆陆续续头疼所以还怀疑过食脑虫 低血糖被我怀疑成猝死前兆 手指刺痛怀疑真菌感染要截肢……
诸如此类的还有很多 赛博问诊和跑医院花了不少💰 但是还是会担心是不是误诊 我要被折磨疯了 虽然有时候想着一死了之但是还是会焦虑这些东西 想过去看心理医生但是有点难以启齿 我不知道该怎么办了 最后希望大家都好好的",3
专升本自律打卡第一百五十四天山东专升本#专升本自律打卡# @智博教育官方微博 ❶做了三套计算机卷子❷背英语单词真的不行了 太焦虑了 焦虑的学不进去啊 其实也在非常尽力的调整了… ​,1
烦死了。就不能吃饱，吃饱了就干呕，一直干呕到消化完。越来越不想吃饭了。明明刚好一点，这又是怎么了呢？,1
今年过年和往年很不同，在十堰，取消放假，有恐慌，有焦虑，不过中午一家人吃了团圆饭，不管疫情如何，生活要继续，心态要摆好！加油大家，加油小家来年一定是一个美好的春天 ​,0
 没发作的时候觉得人生还算美好，一发作只想死了最好,0
 人生有很多不公平，却无力改变。,0
 睡不着。突然胸闷喘不上气，心跳快，想吐。,0
 睡不着睡不着睡不着，我好累啊 啊啊啊啊啊 特别特别累但是睡不着 感觉燥热 全身都不舒服,0
怕我们在家无聊焦虑，教授在发过视频问候，自创诗歌后，又突然发来一个笑话。看得我又哭又笑，老天啊，能不能让所有国家善良又平凡的百姓平安啊。 ​,0
出门走走心脏就咯噔几下,0
好痛苦，不能一个人睡觉，身边有人才能睡着。总是恐病到处跑，想起自己被各种精神疾病已经围绕了十几年了 ，，觉得自己好可怜。,3
 心脏跳的好快好难受 但是我感觉我眼睛睁不开了h t k w,0
有特别注意自己心跳得嘛。越在意越觉得快。就有种爬楼梯得那种快！关键是啥都没干就坐着就这样了。,0
你们在发作期请假了吗，还能工作吗,0
 你们会突然从某天开始特别想吃东西吗？这个想法一直没办法离开我的脑子啊我真的老想吃东西。。我以前是一个没什么食物欲望的人，一天只吃三餐就够的,0
28岁我在兴奋和紧张的焦虑中煎熬度过生日！ ​,1
"
明天又要早八 去死",0
嗯嗯 我也会学业焦虑 怎么不会呢 这个时候 谁不会焦虑呢 可是我觉得我并不能只局限于这片小小天空 我得去经历成长 我得去很多很多地方 体会更多更多的东西 没有享受到高考的红利就只能不断努力啦 不要当井底之蛙 ​,1
 今年因为各种病不断，总是很焦虑，前段时间焦虑到每天都惊恐发作，恶心想吐幻听疑病不断夜不能寐，去了医院确诊了焦虑障碍（焦虑症），医生给我开了文拉法辛，已经吃了个把月了，本来以为熬过了开始的恶心干呕的副作用就好了，没想到这两周开始出现睡眠和泌尿问题，睡眠上总是不断做梦，一直做不同的梦，睡眠很浅，戴了手表深度睡眠只有几分钟，哪怕每天睡十个小时，醒来还是特别疲累。泌尿上就是晚上特别容易有夜尿，尿量不多但是总是挤压膀胱尿意明显让我起来，一晚上能起个四五次，尽管我是糖前，但是我百分百确定的是在吃这个药前，哪怕我喝一整杯大杯的伯牙绝弦，我晚上最多也就起一两次，但是现在是8点前我喝杯200ml的鲜奶想要助眠，一晚上都得起个四五遍去上厕所。白天我只有喝水之后会有明显尿意，不喝就不太有，因文拉法辛要晚上吃，所以晚上我不怎么喝水，我都得起夜去，我真的快烦死了，文拉法辛不再是我的快乐药了，感觉越吃身体越累，我真的很需要好好的睡眠。😫,3
好像自从考研之后就没有真正开心过了 感觉我的生活就是决定考研的那一刻开始变了的 一年来都没有很开心过了。就算因为某些事情突然开心一下 也很快就冷却下来 随之而来的又是无穷无尽的烦恼焦虑....但好像又不全是考研的错 或许只是这个选择带来的蝴蝶效应吧 很多美好相关的事都与我擦肩而过 ​,1
又睡不着了，想鼠,0
 活也活不好，亖又不能亖，我的人生真麻烦，太累了,0
今天教资成绩出来了，意料之中没过，但意料之外的是认为会过的没过。室友也没过，查完成绩后看起来没有异样，后来大家一起聊了聊天，说着说着她就红了眼眶，抽泣了起来，她觉得自己太差劲了，才导致教资没过，说起来可能是因为她连考了两次，还没过才崩溃了的吧。看着她这么难过，我想了想我自己，好像真的一点难过的心思都没有，还反思了一下我是不是也应该要为此难过一下。回想到现在为止的所有考试，我好像就没有焦虑过的，就连高考的时候我都睡得很香，好像为考试焦虑这种事就没有出现在我的生活中过。所以，我想了想，会不会是因为我潜意识里的不重视才形成了我不焦虑的心态，我重视了是不是就会有轻微的焦虑感了呢？ 收起d,0
强迫症 又因为难受回家了，已经为点小事觉得自己罪大恶极，恨不得马上就被杀掉，真的不想活了,0
我焦虑害怕以后都不能自主入睡，害怕睡不着，睡觉时候就心慌害怕，有和我一样的不，越想越害怕越难受，这可咋办啊,2
感觉没有快乐了，全都是焦虑以前觉得不开心搓两把音游就能解决的事，害，今天就早点睡了，明天早点起来努力好了每次也很烦，明明知道我课业多的要死还一天到晚喊我干这干那。拜托，真心觉得很累，明明是你们推我到这个深不见底的坑里面的。。 ​,1
我真的…焦虑炸了 ​,1
出去一趟呼吸都困难,0
 好难受啊一直有一种淡淡的焦虑不安的感觉 也没有很强烈有躯体反应 就是淡淡的不安焦虑 好磨人 手也感觉似抖非抖的,1
每次都是状态很好的时候突然来个致命一击，今天晚上突然有些不舒服的感觉，我就知道又要来了，果然开始左侧太阳穴附近不舒服说不清是头疼还是僵硬之类的，然后开始惊恐发作无法缓解，真的很想立刻去急诊，我知道反复是正常的，但是真的很搞人心态，我快崩溃了大哭一场，这两年从爸爸查出脑肿瘤到决定手术，我真的被压得喘不过气来，现在手术成功没有后遗症已经痊愈了，按理说应该很轻松该向前看了，但我好像被留在了原地一样，迟迟无法走出来，而且最可怕的是以前我有躯体症状会主动去检查甚至过度检查，现在极度恐医院恐检查。。。。。。,3
sars的时候也不拦着大家喝板蓝根的。至少是个安慰剂。而且也喝不坏人。非疫区那么多民众无处安放的焦虑总要有出口不是。 ​,0
一口气十几条 让我感到焦虑 ​,1
 一天不吃药有关系吗？我出去玩忘了带药,0
“感恩”可以改变大脑回路，让我们快乐。🌰在家陪两个小朋友玩耍，她们扮演着大厨和服务员的角色，给我做好吃的，一份份递到我手中。我会对她们说“谢谢”，然后接过她们的食物作出吃东西的样子，还不断夸奖她们手艺是多么的棒。我心里是开心的，看得出来她们感受到鼓励后烹饪的动作更加浮夸了。🌰宅家度日，我所知的行业都在做“云公益”，他们用力量帮助我在家“战疫”，不管是组织读书还是练瑜伽，都是免费在线上讲课、做直播。一来帮助我缓解焦虑，二来通过学习我拥有更多技能和健康。谢谢他们的辛苦付出，我感受到他们收到我的“感谢”更加坚持做正信正念的初心。🌰面对这场疫情，谢谢它给我带来一份礼物——对自然的敬畏之心，人类要与自然和谐共处才能共赢，这是亘古不变的课题。我用心去捕捉感恩当下的那份感受，慢慢的，感恩会变成一种习惯。慢慢的，这样的能力与感受也将透过我带给身边的人 收起d,0
最近我真的好焦虑压抑，情感好脆弱，我都感觉自己有病。我妈的一句：你长痘了。我都难过委屈好久。本来想早睡缓解一下，现在躺在床上一个小时了还没睡着。 2沈阳 ​​​,1
我他么真的越看书越焦虑越看越觉得我啥也不会💩艹艹艹妈的 真他么难熬 两篇论文真是想给我搞死 复试完全像走钢丝就剩半个月了🙏坚持坚持坚持艹妈的啊啊啊啊啊啊 今天晚上看书 全是汉字 他妈一句话也没看懂💩我好垃圾啊我还真的巨烦我爸对我一脸自信的样子真的不想让别人对我抱有期待💩希望一切顺利姜哥超姐保佑保佑～ 收起d,1
离过年越近我就越难受，还记得一年前被亲戚围在那里数落我怎么不去考驾照，还记得大年初一我难过得直接在舅舅家流泪。为什么呢？以前会很期待过年，现在焦虑得快让我抑郁了。我想要的一家人和乐融融的氛围可能永远也无法达成，我总是安慰自己，没关系的，以后一个人也是过。 ​,1
傲视天鹰医学考研打卡3.5每天的极限就是这样了有点焦虑感觉时间不够用 虽然才刚刚开始每天用大把时间来背单词 还有好多内容没有规划 不过确实是在好好利用每一分钟了现在就是很后悔为什么之前没有好好学六级把他过了 后期又要抽出时间来做六级的题 ​,1
就是没办法同时做两件事…在我心里排的优先级：紧急的事=摸鱼>>不急的事所以什么都准备不充分，什么都干不好自己也知道做出改变的话要么好好地规划时间，要么把摸鱼踢出去前者类似四象限管理法则，但是因为自己的焦虑完全进行不了后者…要先改变自己摆烂的心态唉😔 ​,1
喝了王老吉以后突然全身发麻然后发作只能躺着脸全麻脖子又疼又僵受不了了,0
家人们，你们焦虑症会不会心跳加快啊，就是不在正常范围内的，高于100的那种,3
心脏扑通扑通跳！,0
适应焦虑，第二次复发，说不出来为什么，鼓起勇气面对一份新工作来尝试，不想让爸妈失望，很难受，一点情况压力就会让我崩溃，不吃不睡，我是不是坚持不住了,2
